id,department_code,insee_code,zip_code,-MOSELLE,slug,gps_lat,gps_lng
21972,57,57734,57560,Voyer,voyer,48.652076725664,7.0893634513274
21973,57,57736,57640,Vry,vry,49.191232242424,6.3623041818182
21974,57,57737,57420,Vulmont,vulmont,48.925707777778,6.305614
21975,57,57738,57720,Waldhouse,waldhouse,49.141157345133,7.4617603539823
21976,57,57739,57320,Waldweistroff,waldweistroff,49.360547462687,6.498347761194
21977,57,57740,57480,Waldwisse,waldwisse,49.4134595,6.5246109166667
21978,57,57741,57720,Walschbronn,walschbronn,49.150961914894,7.4670589361702
21979,57,57742,57870,Walscheid,walscheid,48.633750336323,7.1784303811659
21980,57,57743,57370,Waltembourg,waltembourg,48.7492040625,7.195838125
21981,57,57745,57200,Wiesviller,wiesviller,49.081010761905,7.1634351428571
21982,57,57746,57430,Willerwald,willerwald,49.018524672897,7.0387808411215
21983,57,57747,57635,Wintersbourg,wintersbourg,48.794253209877,7.1946597530864
21984,57,57748,57905,Wittring,wittring,49.055000454545,7.1255576363636
21985,57,57749,57320,Vœlfling-lès-Bouzonville,voelfling les bouzonville,49.292448510638,6.6048744680851
21986,57,57750,57200,Wœlfling-lès-Sarreguemines,woelfling les sarreguemines,49.086403176471,7.1774654117647
21987,57,57751,57140,Woippy,woippy,49.161819292035,6.1577416814159
21988,57,57752,57915,Woustviller,woustviller,49.084062336449,7.0088359813084
21989,57,57753,57170,Wuisse,wuisse,48.855171904762,6.6586365476191
21990,57,57754,57630,Xanrey,xanrey,48.749923066667,6.5838702666667
21991,57,57755,57590,Xocourt,xocourt,48.910755773196,6.3787883505155
21992,57,57756,57830,Xouaxange,xouaxange,48.69344173913,6.992872173913
21993,57,57757,57970,Yutz,yutz,49.350414180791,6.2000274576271
21994,57,57759,57340,Zarbeling,zarbeling,48.889911648352,6.6892582417582
21995,57,57760,57905,Zetting,zetting,49.072411129032,7.1246203225807
21996,57,57761,57370,Zilling,zilling,48.788279541284,7.2114042201835
21997,57,57762,57690,Zimming,zimming,49.128832459016,6.5797939344262
21998,57,57763,57260,Zommange,zommange,48.824747377049,6.7994114754098
21999,57,57764,57330,Zoufftgen,zoufftgen,49.466653552632,6.1360352631579
22000,57,57765,57890,Diesen,diesen,49.174198433735,6.6900039759036
22001,57,57767,57970,Stuckange,stuckange,49.325142150538,6.2303596774193
