id,department_code,insee_code,zip_code,-AIN,slug,gps_lat,gps_lng
229,1,1252,1140,Mogneneins,mogneneins,46.14272862069,4.8260457471264
230,1,1254,1250,Montagnat,montagnat,46.170310727273,5.2786688484849
231,1,1255,1470,Montagnieu,montagnieu,45.800685243902,5.4626657317073
232,1,1257,1200,Montanges,montanges,46.169097472527,5.7949802197802
233,1,1258,1090,Montceaux,montceaux,46.101005272727,4.8032549090909
234,1,1259,1310,Montcet,montcet,46.219900451613,5.1123139354839
235,1,1260,1800,Le Montellier,le montellier,45.925398953488,5.0653569767442
236,1,1261,1390,Monthieux,monthieux,45.963843882353,4.9423116470588
237,1,1262,1120,Montluel,montluel,45.891905259516,5.0257379930796
238,1,1263,1090,Montmerle-sur-Saône,montmerle sur saone,46.084961785714,4.7599917857143
239,1,1264,1310,Montracol,montracol,46.185700204082,5.1193601020408
240,1,1265,1460,Montréal-la-Cluse,montreal la cluse,46.176810841122,5.5894499065421
241,1,1266,1340,Montrevel-en-Bresse,montrevel en bresse,46.325558957055,5.1109804907975
242,1,1267,1460,Nurieux-Volognat,nurieux volognat,46.186473603604,5.5230589189189
243,1,1268,1300,Murs-et-Gélignieux,murs et gelignieux,45.641982891566,5.6540642168675
244,1,1269,1130,Nantua,nantua,46.153405,5.607762
245,1,1269,1460,Nantua,nantua,46.1801574,5.5472134
246,1,1272,1400,Neuville-les-Dames,neuville les dames,46.158577114428,5.0070058208955
247,1,1273,1160,Neuville-sur-Ain,neuville sur ain,46.09326285,5.3694566
248,1,1274,1130,Les Neyrolles,les neyrolles,46.132647283951,5.6349672839506
249,1,1275,1700,Neyron,neyron,45.822600526316,4.9291730263158
250,1,1276,1120,Niévroz,nievroz,45.823148,5.0594624444444
251,1,1277,1230,Nivollet-Montgriffon,nivollet montgriffon,46.001063550725,5.4596884782609
252,1,1279,1230,Oncieu,oncieu,45.964945730337,5.4746008988764
253,1,1280,1510,Ordonnaz,ordonnaz,45.83268056,5.5402864
254,1,1281,1210,Ornex,ornex,46.27579212766,6.0947413829787
255,1,1282,1430,Outriaz,outriaz,46.067567692308,5.5522518681319
256,1,1283,1100,Oyonnax,oyonnax,46.268454712644,5.6376346551724
257,1,1284,1190,Ozan,ozan,46.38681127907,4.9144151162791
258,1,1285,1600,Parcieux,parcieux,45.919951041667,4.8313279166667
259,1,1286,1300,Parves et Nattages,parves et nattages,45.735421680672,5.745638487395
260,1,1288,1630,Péron,peron,46.186958944444,5.9307188888889
261,1,1289,1960,Péronnas,peronnas,46.169719892473,5.2113004301075
262,1,1290,1800,Pérouges,perouges,45.885807724138,5.1754495172414
263,1,1291,1540,Perrex,perrex,46.248870689655,4.9702835057471
264,1,1293,1430,Peyriat,peyriat,46.147357058824,5.5112255882353
265,1,1294,1300,Peyrieu,peyrieu,45.679287764706,5.6784827058823
266,1,1295,1140,Peyzieux-sur-Saône,peyzieux sur saone,46.124812815534,4.8235725242719
267,1,1296,1270,Pirajoux,pirajoux,46.387808848684,5.2729334539474
268,1,1297,1120,Pizay,pizay,45.885806376812,5.0904425362319
269,1,1298,1130,Plagne,plagne,46.18455969697,5.722765050505
270,1,1299,1330,Le Plantay,le plantay,46.023204557823,5.0932321088435
271,1,1301,1310,Polliat,polliat,46.246783405797,5.1373959057971
272,1,1302,1350,Pollieu,pollieu,45.792105416667,5.7492647916667
273,1,1303,1450,Poncin,poncin,46.088460914286,5.4168878857143
274,1,1304,1160,Pont-d'Ain,pont d ain,46.0566544,5.34724504
275,1,1305,1190,Pont-de-Vaux,pont de vaux,46.439337440476,4.9311148809524
276,1,1306,1290,Pont-de-Veyle,pont de veyle,46.263302763158,4.8831168421053
277,1,1307,1460,Port,port,46.157693823529,5.5769536764706
278,1,1308,1550,Pougny,pougny,46.148147428571,5.9473418095238
279,1,1309,1250,Pouillat,pouillat,46.32487872549,5.4252788235294
280,1,1310,1300,Prémeyzel,premeyzel,45.68328398374,5.6448224390244
281,1,1311,1110,Prémillieu,premillieu,45.874012090909,5.5635925454545
