id,department_code,insee_code,zip_code,-ALPES-DE-HAUTE-PROVENCE,slug,gps_lat,gps_lng
1586,4,4063,4220,Corbières,corbieres,43.763206634615,5.7403268269231
1587,4,4065,4230,Cruis,cruis,44.073266637168,5.8313955752212
1588,4,4066,5110,Curbans,curbans,44.409116408451,6.0259649295775
1589,4,4067,4200,Curel,curel,44.176393414634,5.6747187804878
1590,4,4068,4300,Dauphin,dauphin,43.891471440678,5.7759061016949
1591,4,4069,4120,Demandolx,demandolx,43.87002,6.5533540909091
1592,4,4070,4000,Digne-les-Bains,digne les bains,44.08716544086,6.2478308602151
1593,4,4072,4420,Draix,draix,44.131828455285,6.3713230081301
1594,4,4073,4400,Enchastrayes,enchastrayes,44.360299,6.7226322941177
1595,4,4074,4000,Entrages,entrages,44.04571,6.2664859
1596,4,4074,4270,Entrages,entrages,44.04571,6.2664859
1597,4,4075,4200,Entrepierres,entrepierres,44.196753609958,6.0202735269709
1598,4,4076,4320,Entrevaux,entrevaux,43.953769784173,6.8214187769784
1599,4,4077,4700,Entrevennes,entrevennes,43.943127282051,6.0405303589744
1600,4,4079,4160,L'Escale,l escale,44.081106944444,6.0427533333333
1601,4,4081,4800,Esparron-de-Verdon,esparron de verdon,43.7451692,5.9836246857143
1602,4,4084,4270,Estoublon,estoublon,43.940769803922,6.1930656372549
1603,4,4085,4250,Faucon-du-Caire,faucon du caire,44.398045586207,6.1054616551724
1604,4,4086,4400,Faucon-de-Barcelonnette,faucon de barcelonnette,44.415533802817,6.6739267605634
1605,4,4087,4230,Fontienne,fontienne,44.003868181818,5.7981318181818
1606,4,4088,4300,Forcalquier,forcalquier,43.959775767442,5.7943661860465
1607,4,4090,4240,Le Fugeret,le fugeret,44.00572,6.6686580769231
1608,4,4091,4310,Ganagobie,ganagobie,44.003317777778,5.9032571111111
1609,4,4092,4120,La Garde,la garde,43.819540144928,6.5658363768116
1610,4,4093,4250,Gigors,gigors,44.42048626087,6.1442591304348
