id,department_code,insee_code,zip_code,-ARIEGE,slug,gps_lat,gps_lng
2912,9,9044,9000,Baulou,baulou,43.017452357724,1.5390393495935
2913,9,9045,9400,Bédeilhac-et-Aynat,bedeilhac et aynat,42.877401186441,1.5652720338983
2914,9,9046,9230,Bédeille,bedeille,43.083558950617,1.100462345679
2915,9,9047,9300,Bélesta,belesta,42.89165776,1.9462508
2916,9,9048,9600,Belloc,belloc,43.009075714286,1.9338618367347
2917,9,9049,9000,Bénac,benac,42.959203888889,1.53167
2918,9,9050,9100,Benagues,benagues,43.078034722222,1.6096061111111
2919,9,9051,9300,Bénaix,benaix,42.89481377193,1.8514201754386
2920,9,9052,9500,Besset,besset,43.071529803922,1.8499670588235
2921,9,9053,9250,Bestiac,bestiac,42.787047460317,1.7994107936508
2922,9,9054,9160,Betchat,betchat,43.090194323308,1.0239078571429
2923,9,9055,9800,Bethmale,bethmale,42.859863244681,1.0725979255319
2924,9,9056,9100,Bézac,bezac,43.150089647059,1.5713798823529
2925,9,9057,9320,Biert,biert,42.892808631579,1.3069873684211
2926,9,9058,9400,Bompas,bompas,42.862110967742,1.6192070967742
2927,9,9059,9800,Bonac-Irazein,bonac irazein,42.853493757576,0.98069309090909
2928,9,9060,9100,Bonnac,bonnac,43.173213108108,1.5886509459459
2929,9,9061,9350,Les Bordes-sur-Arize,les bordes sur arize,43.118033243243,1.3640073873874
2930,9,9062,9800,Bordes-Uchentein,bordes uchentein,42.855123459916,1.0325127848101
2931,9,9063,9000,Le Bosc,le bosc,42.931595625,1.45530375
2932,9,9064,9310,Bouan,bouan,42.7900884,1.6419918
2933,9,9065,9320,Boussenac,boussenac,42.905364716981,1.3847305031446
2934,9,9066,9000,Brassac,brassac,42.939883744292,1.5147299543379
2935,9,9067,9700,Brie,brie,43.207906853933,1.5180956179775
2936,9,9068,9000,Burret,burret,42.952751559633,1.4734844954128
2937,9,9069,9800,Buzan,buzan,42.957466825397,0.96435888888889
2938,9,9070,9310,Les Cabannes,les cabannes,42.784390566038,1.6891730188679
2939,9,9071,9240,Cadarcet,cadarcet,43.018795121951,1.5023527642276
2940,9,9072,9120,Calzan,calzan,43.030697068966,1.7411110344828
2941,9,9073,9290,Camarade,camarade,43.070892035398,1.281433539823
2942,9,9074,9500,Camon,camon,43.021306740741,1.957935037037
2943,9,9075,9350,Campagne-sur-Arize,campagne sur arize,43.116304038462,1.3207410576923
2944,9,9076,9700,Canté,cante,43.249955696203,1.5276320253165
2945,9,9077,9400,Capoulet-et-Junac,capoulet et junac,42.790698139535,1.5727755813954
2946,9,9078,9460,Carcanières,carcanieres,42.707305294118,2.1241417647059
2947,9,9079,9130,Carla-Bayle,carla bayle,43.15524877907,1.3734668023256
2948,9,9080,9300,Carla-de-Roquefort,carla de roquefort,42.977609777778,1.7569058888889
2949,9,9081,9100,Le Carlaret,le carlaret,43.133518423913,1.7003229347826
2950,9,9082,9420,Castelnau-Durban,castelnau durban,42.996663296703,1.3450753296703
2951,9,9083,9130,Castéras,casteras,43.1263525,1.40476125
2952,9,9084,9350,Castex,castex,43.168361111111,1.3210768518519
2953,9,9085,9800,Castillon-en-Couserans,castillon en couserans,42.9176031,1.0553209
2954,9,9086,9160,Caumont,caumont,43.019051238938,1.0787540707965
2955,9,9087,9250,Caussou,caussou,42.76902296875,1.827863125
2956,9,9088,9250,Caychax,caychax,42.808362234043,1.7260312765957
2957,9,9089,9500,Cazals-des-Baylès,cazals des bayles,43.09253147541,1.9351834426229
2958,9,9090,9120,Cazaux,cazaux,43.051171309524,1.5230346428571
2959,9,9091,9160,Cazavet,cazavet,43.005533402062,1.0479390721649
2960,9,9092,9400,Cazenave-Serres-et-Allens,cazenave serres et allens,42.842146,1.6991976
2961,9,9093,9000,Celles,celles,42.920384137931,1.7000708045977
2962,9,9094,9230,Cérizols,cerizols,43.118284507042,1.0652735211268
2963,9,9095,9800,Cescau,cescau,42.925809270833,1.0567175
2964,9,9096,9310,Château-Verdun,chateau verdun,42.780097666667,1.6791596666667
2965,9,9097,9420,Clermont,clermont,43.036595531915,1.2959444680851
2966,9,9098,9230,Contrazy,contrazy,43.058834365079,1.2013981746032
2967,9,9099,9000,Cos,cos,42.982014929577,1.5684397183099
2968,9,9100,9140,Couflens,couflens,42.776263478261,1.188890173913
2969,9,9101,9120,Coussa,coussa,43.065351176471,1.6950529411765
2970,9,9102,9500,Coutens,coutens,43.068179178082,1.8228431506849
2971,9,9103,9120,Crampagna,crampagna,43.026317931034,1.5972187356322
2972,9,9104,9120,Dalou,dalou,43.028527848101,1.6488173417721
2973,9,9105,9350,Daumazan-sur-Arize,daumazan sur arize,43.145671690141,1.298543943662
2974,9,9106,9300,Dreuilhe,dreuilhe,42.944146164384,1.8676197260274
2975,9,9107,9600,Dun,dun,43.023496108374,1.7869869950739
2976,9,9108,9240,Durban-sur-Arize,durban sur arize,43.018341,1.351670125
2977,9,9109,9130,Durfort,durfort,43.193731692308,1.4612601538462
2978,9,9110,9200,Encourtiech,encourtiech,42.964131704545,1.1944018181818
2979,9,9111,9800,Engomer,engomer,42.936803565217,1.0640056521739
2980,9,9113,9140,Ercé,erce,42.841945625,1.2962035416667
2981,9,9114,9200,Erp,erp,42.930714242424,1.1979860606061
2982,9,9115,9600,Esclagne,esclagne,42.982208813559,1.8444230508475
2983,9,9116,9100,Escosse,escosse,43.125703838863,1.5519828436019
2984,9,9117,9700,Esplas,esplas,43.186233552632,1.4993268421053
2985,9,9118,9420,Esplas-de-Sérou,esplas de serou,42.965494982699,1.3582756055363
2986,9,9119,9200,Eycheil,eycheil,42.953952972973,1.1608686486486
2987,9,9120,9230,Fabas,fabas,43.117586415094,1.10593
2988,9,9121,9000,Ferrières-sur-Ariège,ferrieres sur ariege,42.939711190476,1.6060490476191
2989,9,9122,9000,Foix,foix,42.964105263158,1.6086346889952
2990,9,9123,9350,Fornex,fornex,43.163749603175,1.2400026190476
2991,9,9124,9130,Le Fossat,le fossat,43.178370917431,1.4176833027523
2992,9,9125,9300,Fougax-et-Barrineuf,fougax et barrineuf,42.876893384615,1.8990433076923
2993,9,9126,9300,Freychenet,freychenet,42.896614825175,1.7361210489511
2994,9,9127,9290,Gabre,gabre,43.065436947368,1.4223343157895
2995,9,9128,9190,Gajan,gajan,43.037727,1.1390477777778
2996,9,9129,9800,Galey,galey,42.942626601942,0.90575398058252
2997,9,9130,9000,Ganac,ganac,42.940564615385,1.5611202307692
2998,9,9131,9250,Garanou,garanou,42.765396851852,1.7431222222222
2999,9,9132,9700,Gaudiès,gaudies,43.170159380531,1.7423437168142
3000,9,9133,9400,Génat,genat,42.826587078652,1.5650584269663
3001,9,9134,9220,Gestiès,gesties,42.712485053763,1.5840302150538
3002,9,9135,9220,Goulier,goulier,42.747775862069,1.502036637931
3003,9,9136,9400,Gourbit,gourbit,42.833896736842,1.5207294736842
3004,9,9137,9120,Gudas,gudas,43.00160223301,1.6800857281553
3005,9,9138,9000,L'Herm,l herm,42.974111904762,1.6753004081633
3006,9,9139,9390,L'Hospitalet-près-l'Andorre,l hospitalet pres l andorre,42.595510952381,1.7729063492063
3007,9,9140,9110,Ignaux,ignaux,42.741200952381,1.8436782539683
3008,9,9141,9800,Illartein,illartein,42.927207142857,0.95646333333333
3009,9,9142,9300,Ilhat,ilhat,42.952051489362,1.782145106383
3010,9,9143,9220,Illier-et-Laramade,illier et laramade,42.785327419355,1.5441987096774
3011,9,9145,9100,Les Issards,les issards,43.080013111111,1.7375057777778
3012,9,9146,9700,Justiniac,justiniac,43.215390754717,1.4886654716981
3013,9,9147,9700,Labatut,labatut,43.260371470588,1.5204017647059
3014,9,9148,9160,Lacave,lacave,43.048126029412,1.0171916176471
3015,9,9149,9200,Lacourt,lacourt,42.937721774194,1.1799589516129
3016,9,9150,9500,Lagarde,lagarde,43.046203950617,1.9383780246914
3017,9,9151,9130,Lanoux,lanoux,43.118494078947,1.4247031578947
3018,9,9152,9400,Lapège,lapege,42.805154736842,1.5600440789474
3019,9,9153,9500,Lapenne,lapenne,43.148252,1.7710782758621
3020,9,9154,9240,Larbont,larbont,42.992684415584,1.4008936363636
3021,9,9155,9310,Larcat,larcat,42.771499295775,1.6466809859155
3022,9,9156,9310,Larnat,larnat,42.794160909091,1.6273896363636
