id,department_code,insee_code,zip_code,-AUDE,slug,gps_lat,gps_lng
3847,11,11221,11390,Les Martys,les martys,43.416866644295,2.3112885234899
3848,11,11222,11380,Mas-Cabardès,mas cabardes,43.400332718447,2.3532349514563
3849,11,11223,11570,Mas-des-Cours,mas des cours,43.13055989011,2.4216303296703
3850,11,11224,11330,Massac,massac,42.9129984375,2.5411809375
3851,11,11225,11400,Mas-Saintes-Puelles,mas saintes puelles,43.309088571429,1.8728287857143
3852,11,11226,11420,Mayreville,mayreville,43.226879487179,1.8488347435897
3853,11,11227,11220,Mayronnes,mayronnes,43.046968148148,2.5244312962963
3854,11,11228,11240,Mazerolles-du-Razès,mazerolles du razes,43.1360465,2.0618992
3855,11,11229,11140,Mazuby,mazuby,42.793099764706,2.0324888235294
3856,11,11230,11140,Mérial,merial,42.770328921569,1.9725576470588
3857,11,11231,11410,Mézerville,mezerville,43.252468214286,1.7854447321429
3858,11,11232,11380,Miraval-Cabardès,miraval cabardes,43.383327956204,2.3375053284672
3859,11,11233,11120,Mirepeisset,mirepeisset,43.285708108108,2.8982364864865
3860,11,11234,11400,Mireval-Lauragais,mireval lauragais,43.2607621,1.9619945
3861,11,11235,11580,Missègre,missegre,43.000043571429,2.37458625
3862,11,11236,11420,Molandier,molandier,43.251772125,1.7242816875
3863,11,11238,11410,Molleville,molleville,43.312194117647,1.8355356862745
3864,11,11239,11410,Montauriol,montauriol,43.2733245,1.830031125
3865,11,11240,11190,Montazels,montazels,42.953462386364,2.2453652272727
3866,11,11241,11700,Montbrun-des-Corbières,montbrun des corbieres,43.202522833333,2.677269
3867,11,11242,11250,Montclar,montclar,43.13874173913,2.2408406521739
3868,11,11243,11320,Montferrand,montferrand,43.365109617834,1.8254523566879
3869,11,11244,11140,Montfort-sur-Boulzane,montfort sur boulzane,42.742014,2.3131641538462
3870,11,11245,11330,Montgaillard,montgaillard,42.90899,2.638395
3871,11,11246,11240,Montgradail,montgradail,43.123902933333,2.0327058666667
3872,11,11247,11240,Monthaut,monthaut,43.081451368421,2.0572714736842
3873,11,11248,11800,Montirat,montirat,43.169911949686,2.4297516352201
3874,11,11249,11230,Montjardin,montjardin,42.983609125,2.047744375
3875,11,11250,11330,Montjoi,montjoi,43.001142222222,2.48407
3876,11,11251,11220,Montlaur,montlaur,43.115792588235,2.564102
3877,11,11252,11320,Montmaur,montmaur,43.397965572519,1.847646259542
3878,11,11253,11170,Montolieu,montolieu,43.319252206897,2.2086477241379
3879,11,11254,11290,Montréal,montreal,43.192882613636,2.1517934090909
3880,11,11255,11100,Montredon-des-Corbières,montredon des corbieres,43.177908965517,2.9303628735632
3881,11,11256,11200,Montséret,montseret,43.100898208955,2.8082913432836
3882,11,11257,11800,Monze,monze,43.1550929,2.4567473
3883,11,11258,11120,Moussan,moussan,43.231826074766,2.9582114953271
3884,11,11259,11170,Moussoulens,moussoulens,43.276255575221,2.2347209734513
3885,11,11260,11330,Mouthoumet,mouthoumet,42.958196190476,2.52542
3886,11,11261,11700,Moux,moux,43.182688227848,2.6490517721519
3887,11,11262,11100,Narbonne,narbonne,43.164905253863,3.0302193818985
3888,11,11263,11500,Nébias,nebias,42.889231623932,2.099174017094
3889,11,11264,11200,Névian,nevian,43.206304271845,2.8850087378641
3890,11,11265,11140,Niort-de-Sault,niort de sault,42.7878975,1.9982727857143
3891,11,11266,11210,Port-la-Nouvelle,port la nouvelle,43.025628467742,3.039275483871
3892,11,11267,11200,Ornaisons,ornaisons,43.173761477273,2.8352623863636
3893,11,11268,11270,Orsans,orsans,43.15044697479,1.9818728571429
3894,11,11269,11590,Ouveillan,ouveillan,43.286805544554,2.9709022772277
3895,11,11270,11350,Padern,padern,42.873085070423,2.6633590140845
3896,11,11271,11330,Palairac,palairac,42.957162678571,2.6727880357143
3897,11,11272,11570,Palaja,palaja,43.168361558442,2.3900779220779
3898,11,11273,11200,Paraza,paraza,43.260264175824,2.8214295604396
3899,11,11274,11300,Pauligne,pauligne,43.074775517241,2.1486868965517
3900,11,11275,11410,Payra-sur-l'Hers,payra sur l hers,43.259539,1.8749859473684
3901,11,11276,11350,Paziols,paziols,42.849946516854,2.7113523595506
3902,11,11277,11420,Pécharic-et-le-Py,pecharic et le py,43.193000375,1.826134
3903,11,11278,11420,Pech-Luna,pech luna,43.210786078431,1.8386268627451
3904,11,11279,11610,Pennautier,pennautier,43.250873076923,2.3100957264957
3905,11,11280,11700,Pépieux,pepieux,43.29784027027,2.6877377477478
3906,11,11281,11150,Pexiora,pexiora,43.270455576923,2.03833625
3907,11,11282,11230,Peyrefitte-du-Razès,peyrefitte du razes,43.060099821429,2.0233616071429
3908,11,11283,11420,Peyrefitte-sur-l'Hers,peyrefitte sur l hers,43.249832222222,1.8136618518519
3909,11,11284,11400,Peyrens,peyrens,43.36180175,1.96109275
