,,,,-VOSGES,,,
34406,88,88367,88700,Rambervillers,rambervillers,48.3435638,6.6295586
34407,88,88368,88500,Ramecourt,ramecourt,48.306653846154,6.0983713846154
34408,88,88369,88160,Ramonchamp,ramonchamp,47.892423300971,6.7393933009709
34409,88,88370,88270,Rancourt,rancourt,48.22092,6.1132118181818
34410,88,88371,88220,Raon-aux-Bois,raon aux bois,48.054603164557,6.4957364556962
34411,88,88372,88110,Raon-l'Étape,raon l etape,48.407896505376,6.8654294086022
34412,88,88373,88110,Raon-sur-Plaine,raon sur plaine,48.505220784314,7.1076994771242
34413,88,88374,88130,Rapey,rapey,48.31775015873,6.2516855555556
34414,88,88375,88520,Raves,raves,48.25985375,7.0445941666667
34415,88,88376,88300,Rebeuville,rebeuville,48.33938358209,5.7205776119403
34416,88,88377,88410,Regnévelle,regnevelle,47.987576666667,5.9699658139535
34417,88,88378,88450,Regney,regney,48.2862090625,6.3084409375
34418,88,88379,88330,Rehaincourt,rehaincourt,48.360216428571,6.4700005357143
34419,88,88380,88640,Rehaupal,rehaupal,48.118552277778,6.7430161111111
34420,88,88381,88260,Relanges,relanges,48.1147004,6.0150955333333
34421,88,88382,88500,Remicourt,remicourt,48.282114903846,6.0645790384615
34422,88,88383,88200,Remiremont,remiremont,48.004568244275,6.5843507633588
34423,88,88385,88800,Remoncourt,remoncourt,48.2279675,6.051501637931
34424,88,88386,88100,Remomeix,remomeix,48.262887767857,7.0097004464286
34425,88,88387,88170,Removille,removille,48.365205982906,5.8492866666667
34426,88,88388,88390,Renauvoid,renauvoid,48.143301212121,6.3788187878788
34427,88,88389,88500,Repel,repel,48.345295,5.978345
34428,88,88390,88320,Robécourt,robecourt,48.1393101,5.7033326
34429,88,88391,88120,Rochesson,rochesson,48.023050740741,6.8271300925926
34430,88,88393,88300,Rollainville,rollainville,48.351704117647,5.7421955882353
34431,88,88394,88320,Romain-aux-Bois,romain aux bois,48.078337428571,5.7160732653061
34432,88,88395,88700,Romont,romont,48.350968756477,6.5784163212435
34433,88,88398,88600,Les Rouges-Eaux,les rouges eaux,48.265511102662,6.8062325475285
34434,88,88399,88460,Le Roulier,le roulier,48.17224472973,6.6203178378378
34435,88,88400,88500,Rouvres-en-Xaintois,rouvres en xaintois,48.301997484277,6.0154498742138
34436,88,88401,88170,Rouvres-la-Chétive,rouvres la chetive,48.304755701754,5.7785634210526
34437,88,88402,88700,Roville-aux-Chênes,roville aux chenes,48.381727972028,6.6067211888112
34438,88,88403,88500,Rozerotte,rozerotte,48.242077603306,6.0858500826446
34439,88,88404,88320,Rozières-sur-Mouzon,rozieres sur mouzon,48.11611976,5.72110632
34440,88,88406,88130,Rugney,rugney,48.347496238532,6.249718440367
34441,88,88407,88630,Ruppes,ruppes,48.465606179775,5.7710059550562
34442,88,88408,88360,Rupt-sur-Moselle,rupt sur moselle,47.929621422018,6.6626026605505
34443,88,88409,88120,Saint-Amé,saint ame,48.024292826087,6.6563783695652
34444,88,88410,88700,Sainte-Barbe,sainte barbe,48.395214772727,6.7543765
34445,88,88411,88260,Saint-Baslemont,saint baslemont,48.137149230769,5.998973956044
34446,88,88412,88700,Saint-Benoît-la-Chipotte,saint benoit la chipotte,48.354569587629,6.7385284536083
34447,88,88413,88100,Saint-Dié-des-Vosges,saint die des vosges,48.296069150579,6.9328611969112
34448,88,88415,88200,Saint-Étienne-lès-Remiremont,saint etienne les remiremont,48.032101024096,6.6226124698795
34449,88,88416,88700,Saint-Genest,saint genest,48.344127142857,6.5114758333333
34450,88,88417,88700,Saint-Gorgon,saint gorgon,48.319980625,6.6552038194445
34451,88,88418,88700,Sainte-Hélène,sainte helene,48.290577359551,6.6612901685393
34452,88,88419,88210,Saint-Jean-d'Ormont,saint jean d ormont,48.332838526316,6.9884257894737
34453,88,88421,88410,Saint-Julien,saint julien,48.020244851485,5.9077137128713
34454,88,88423,88650,Saint-Léonard,saint leonard,48.213054606742,6.9193045505618
34455,88,88424,88100,Sainte-Marguerite,sainte marguerite,48.266595689655,6.9740286206896
34456,88,88425,88700,Saint-Maurice-sur-Mortagne,saint maurice sur mortagne,48.389066041667,6.5774379861111
34457,88,88426,88560,Saint-Maurice-sur-Moselle,saint maurice sur moselle,47.841075343915,6.8541291534391
34458,88,88427,88170,Saint-Menge,saint menge,48.287369677419,5.9481117204301
34459,88,88428,88470,Saint-Michel-sur-Meurthe,saint michel sur meurthe,48.314571382114,6.8801399186992
34460,88,88429,88200,Saint-Nabord,saint nabord,48.041404278607,6.5671895024876
34461,88,88430,88140,Saint-Ouen-lès-Parey,saint ouen les parey,48.174726938776,5.7741417346939
34462,88,88431,88170,Saint-Paul,saint paul,48.335116,5.8814285
34463,88,88432,88700,Saint-Pierremont,saint pierremont,48.437986831683,6.5815588118812
34464,88,88433,88500,Saint-Prancher,saint prancher,48.346134597701,5.9481366666667
34465,88,88434,88800,Saint-Remimont,saint remimont,48.240508333333,5.9115595238095
34466,88,88435,88480,Saint-Remy,saint remy,48.34341,6.817902
34467,88,88436,88210,Saint-Stail,saint stail,48.377732282609,7.0840727173913
34468,88,88437,88270,Saint-Vallier,saint vallier,48.278094827586,6.3193224137931
34469,88,88438,88470,La Salle,la salle,48.32344627451,6.8102745098039
34470,88,88439,88390,Sanchey,sanchey,48.168722826087,6.3685925
34471,88,88440,88170,Sandaucourt,sandaucourt,48.262055431034,5.8447431034483
34472,88,88441,88260,Sans-Vallois,sans vallois,48.1588675,6.1025282894737
34473,88,88442,88120,Sapois,sapois,48.036121269841,6.7836693650794
34474,88,88443,88300,Sartes,sartes,48.244351355932,5.6620657627119
34475,88,88444,88210,Le Saulcy,le saulcy,48.419168089888,7.0589823595506
34476,88,88445,88580,Saulcy-sur-Meurthe,saulcy sur meurthe,48.243456410256,6.9548266153846
34477,88,88446,88140,Saulxures-lès-Bulgnéville,saulxures les bulgneville,48.193484020619,5.8101316494845
34478,88,88447,88290,Saulxures-sur-Moselotte,saulxures sur moselotte,47.95655369863,6.7697197260274
34479,88,88448,88140,Sauville,sauville,48.144303613445,5.7462791596639
34480,88,88449,88130,Savigny,savigny,48.355694609929,6.219335035461
34481,88,88450,88320,Senaide,senaide,47.96815459854,5.8046779562044
34482,88,88451,88210,Senones,senones,48.394566081871,6.9708039766082
34483,88,88452,88260,Senonges,senonges,48.14463375,6.061045625
34484,88,88453,88630,Seraumont,seraumont,48.43303893617,5.6128825531915
34485,88,88454,88600,Sercœur,sercoeur,48.257277055838,6.5376852791878
34486,88,88455,88320,Serécourt,serecourt,48.049285181347,5.8494021243523
34487,88,88456,88320,Serocourt,serocourt,48.099457302632,5.8950802631579
34488,88,88457,88630,Sionne,sionne,48.396199805825,5.6328511650485
34489,88,88458,88130,Socourt,socourt,48.394965689655,6.2460175862069
34490,88,88459,88170,Soncourt,soncourt,48.387360125,5.907798125
34491,88,88460,88630,Soulosse-sous-Saint-Élophe,soulosse sous saint elophe,48.41151620915,5.7385875163399
34492,88,88461,88140,Suriauville,suriauville,48.164724489796,5.8715895918367
34493,88,88462,88120,Le Syndicat,le syndicat,48.029984018265,6.696825890411
34494,88,88463,88100,Taintrux,taintrux,48.248516363636,6.8872108181818
34495,88,88464,88460,Tendon,tendon,48.114929102564,6.6723444551282
34496,88,88465,88150,Capavenir Vosges,capavenir vosges,48.251385136612,6.4156935519126
34497,88,88466,88800,They-sous-Montfort,they sous montfort,48.230979393939,5.9662308333333
34498,88,88467,88290,Thiéfosse,thiefosse,47.96999146789,6.7345153211009
34499,88,88468,88160,Le Thillot,le thillot,47.882650807692,6.7701431923077
34500,88,88469,88500,Thiraucourt,thiraucourt,48.292985744681,6.0762645744681
34501,88,88470,88530,Le Tholy,le tholy,48.086749963768,6.7395610869565
34502,88,88471,88410,Les Thons,les thons,47.989027361111,5.8800081944444
34503,88,88472,88260,Thuillières,thuillieres,48.152984393064,6.0096230057803
34504,88,88473,88320,Tignécourt,tignecourt,48.040392868526,5.8836830278885
34505,88,88474,88300,Tilleux,tilleux,48.301258478261,5.7309717391304
34506,88,88475,88320,Tollaincourt,tollaincourt,48.096616036585,5.7263040548781
34507,88,88476,88500,Totainville,totainville,48.326614,5.9821754666667
34508,88,88477,88350,Trampot,trampot,48.358653628319,5.4392513274336
34509,88,88478,88300,Tranqueville-Graux,tranqueville graux,48.443101666667,5.8386535555556
34510,88,88479,88240,Trémonzey,tremonzey,47.963776577181,6.2427284563758
34511,88,88480,88130,Ubexy,ubexy,48.340381015625,6.284800234375
34512,88,88481,88220,Uriménil,urimenil,48.100825733333,6.3969712
34513,88,88482,88140,Urville,urville,48.188239638554,5.7442846987952
34514,88,88483,88390,Uxegney,uxegney,48.196356788991,6.3783895412844
34515,88,88484,88220,Uzemain,uzemain,48.098518100775,6.342012868217
34516,88,88485,88140,La Vacheresse-et-la-Rouillie,la vacheresse et la rouillie,48.150090336134,5.7956632773109
34517,88,88486,88120,Vagney,vagney,48.012095253456,6.7194212903226
34518,88,88487,88340,Le Val-d'Ajol,le val d ajol,47.952880565111,6.5147352088452
34519,88,88488,88270,Valfroicourt,valfroicourt,48.197243308271,6.0947913533835
34520,88,88489,88270,Valleroy-aux-Saules,valleroy aux saules,48.247235267857,6.1438110714286
34521,88,88490,88800,Valleroy-le-Sec,valleroy le sec,48.183172826087,6.0002739130435
34522,88,88491,88260,Les Vallois,les vallois,48.158044926471,6.1246047794118
34523,88,88492,88230,Le Valtin,le valtin,48.087619770115,7.0267828735632
34524,88,88493,88450,Varmonzey,varmonzey,48.322400769231,6.2772255769231
34525,88,88494,88500,Vaubexy,vaubexy,48.283246483516,6.2394701098901
34526,88,88495,88000,Vaudéville,vaudeville,48.230379868421,6.5395094736842
34527,88,88496,88140,Vaudoncourt,vaudoncourt,48.219772352941,5.8054602941176
34528,88,88497,88330,Vaxoncourt,vaxoncourt,48.289686911765,6.4219208823529
34529,88,88498,88200,Vecoux,vecoux,47.972218842975,6.6567476859504
34530,88,88499,88270,Velotte-et-Tatignécourt,velotte et tatignecourt,48.256363221477,6.1689167785235
34531,88,88500,88310,Ventron,ventron,47.937298085106,6.8907067375887
34532,88,88501,88210,Le Vermont,le vermont,48.387423240741,7.059717037037
34533,88,88502,88600,Vervezelle,vervezelle,48.222384857143,6.7418804285714
34534,88,88503,88110,Vexaincourt,vexaincourt,48.484386853147,7.0655768531469
34535,88,88504,88170,Vicherey,vicherey,48.383022553191,5.9340923404255
34536,88,88505,88430,Vienville,vienville,48.177840490196,6.8441628431372
34537,88,88506,88210,Vieux-Moulin,vieux moulin,48.39157057554,7.0056372661871
34538,88,88507,88500,Villers,villers,48.306379375,6.1751340625
34539,88,88508,88270,Ville-sur-Illon,ville sur illon,48.163821015625,6.210454765625
34540,88,88509,88150,Villoncourt,villoncourt,48.268187678571,6.5181832142857
34541,88,88510,88320,Villotte,villotte,48.101288039216,5.7701737254902
34542,88,88511,88350,Villouxel,villouxel,48.345856595745,5.5829323404255
34543,88,88512,88600,Viménil,vimenil,48.223087777778,6.6398504166667
34544,88,88513,88450,Vincey,vincey,48.329856808511,6.3247532624113
34545,88,88514,88170,Viocourt,viocourt,48.322060686275,5.8680841176471
34546,88,88515,88260,Vioménil,viomenil,48.086029319372,6.164357434555
34547,88,88516,88800,Vittel,vittel,48.212792985782,5.945789478673
34548,88,88517,88260,Viviers-le-Gras,viviers le gras,48.121571967213,5.9361433606557
34549,88,88518,88500,Viviers-lès-Offroicourt,viviers les offroicourt,48.270025066667,6.0172172
34550,88,88519,88470,La Voivre,la voivre,48.343748167939,6.902951221374
34551,88,88520,88240,Les Voivres,les voivres,48.032965486111,6.2967542361111
34552,88,88521,88700,Vomécourt,vomecourt,48.316243138686,6.6157475182482
34553,88,88522,88500,Vomécourt-sur-Madon,vomecourt sur madon,48.359863623188,6.1692789855073
34554,88,88523,88170,Vouxey,vouxey,48.347900958084,5.7990262874251
34555,88,88524,88140,Vrécourt,vrecourt,48.16817376,5.70844592
34556,88,88525,88500,Vroville,vroville,48.290227909091,6.1721011818182
34557,88,88526,88520,Wisembach,wisembach,48.258497279412,7.1063558088235
34558,88,88527,88700,Xaffévillers,xaffevillers,48.412131171875,6.61016171875
34559,88,88528,88460,Xamontarupt,xamontarupt,48.123875939394,6.6442704242424
34560,88,88529,88130,Xaronval,xaronval,48.373027474747,6.1858575757576
34561,88,88530,88220,Xertigny,xertigny,48.049296336898,6.3584614438503
34562,88,88531,88400,Xonrupt-Longemer,xonrupt longemer,48.074162131148,6.9418687978142
34563,88,88532,88330,Zincourt,zincourt,48.307410454545,6.4440348863636
