id,department_code,insee_code,zip_code,-CHARENTE,slug,gps_lat,gps_lng
5383,16,16086,16150,Chassenon,chassenon,45.848107663551,0.76870822429907
5384,16,16087,16350,Chassiecq,chassiecq,45.949128640777,0.3694427184466
5385,16,16088,16200,Chassors,chassors,45.709409550562,-0.20418370786517
5386,16,16089,16100,Châteaubernard,chateaubernard,45.677511578947,-0.31315131578947
5387,16,16090,16120,Châteauneuf-sur-Charente,chateauneuf sur charente,45.598112934132,-0.05254652694611
5388,16,16091,16480,Châtignac,chatignac,45.345386842105,-0.00436168421053
5389,16,16093,16380,Chazelles,chazelles,45.643947391304,0.36587833333333
5390,16,16095,16460,Chenon,chenon,45.943877341772,0.22832405063291
5391,16,16096,16310,Cherves-Châtelars,cherves chatelars,45.813150886076,0.5519558649789
5392,16,16097,16370,Cherves-Richemont,cherves richemont,45.74739464455,-0.34378279620853
5393,16,16098,16240,La Chèvrerie,la chevrerie,46.045607575758,0.13339727272727
5394,16,16099,16480,Chillac,chillac,45.363541527778,-0.08982965277778
5395,16,16100,16150,Chirac,chirac,45.913460237154,0.68947367588933
5396,16,16101,16440,Claix,claix,45.549145673077,0.05187807692308
5397,16,16102,16100,Cognac,cognac,45.69394234375,-0.34207234375
5398,16,16103,16320,Combiers,combiers,45.504762833333,0.40733566666667
5399,16,16104,16700,Condac,condac,46.029949690722,0.22943917525773
5400,16,16105,16360,Condéon,condeon,45.404985523013,-0.12863866108787
5401,16,16106,16500,Confolens,confolens,46.030116705202,0.66758459537572
5402,16,16107,16560,Coulgens,coulgens,45.813734065041,0.27596991869919
5403,16,16108,16330,Coulonges,coulonges,45.836124565217,0.08943826086957
5404,16,16109,16200,Courbillac,courbillac,45.778186693548,-0.18330209677419
5405,16,16110,16240,Courcôme,courcome,45.985002684564,0.13109080536913
5406,16,16111,16190,Courgeac,courgeac,45.392172302158,0.08368467625899
5407,16,16112,16210,Courlac,courlac,45.304007643312,0.08424732484076
5408,16,16113,16400,La Couronne,la couronne,45.608802313433,0.11013865671642
5409,16,16114,16460,Couture,couture,45.933257341772,0.29451227848101
5410,16,16116,16300,Criteuil-la-Magdeleine,criteuil la magdeleine,45.534274578947,-0.21053157894737
5411,16,16117,16210,Curac,curac,45.29783625,0.02030825
5412,16,16118,16190,Deviat,deviat,45.414207244898,0.00923520408163
5413,16,16119,16410,Dignac,dignac,45.554120339806,0.28597218446602
5414,16,16120,16410,Dirac,dirac,45.598796329787,0.24013893617021
5415,16,16121,16290,Douzat,douzat,45.7016402,-7.9900000000022E-5
5416,16,16122,16140,Ébréon,ebreon,45.945930133333,0.02707266666667
5417,16,16123,16170,Échallat,echallat,45.716979747899,-0.04024025210084
5418,16,16124,16220,Écuras,ecuras,45.679895238095,0.56340463203463
5419,16,16125,16320,Édon,edon,45.484699597315,0.35313261744966
5420,16,16127,16240,Empuré,empure,46.023777974684,0.04587936708861
5421,16,16128,16490,Épenède,epenede,46.063993875598,0.53058071770335
5422,16,16130,16210,Les Essards,les essards,45.239133928571,0.11239544642857
5423,16,16131,16500,Esse,esse,46.024061686747,0.7184946184739
5424,16,16132,16150,Étagnac,etagnac,45.896266853933,0.78346595505618
5425,16,16133,16250,Étriac,etriac,45.526432121212,-0.01107828282828
5426,16,16134,16150,Exideuil,exideuil,45.88292875,0.66058572916667
5427,16,16135,16220,Eymouthiers,eymouthiers,45.646208188406,0.54669376811594
5428,16,16136,16700,La Faye,la faye,46.017560857143,0.15949685714286
5429,16,16137,16380,Feuillade,feuillade,45.593184456522,0.46833152173913
5430,16,16138,16730,Fléac,fleac,45.671867868852,0.09050237704918
5431,16,16139,16200,Fleurac,fleurac,45.717182826087,-0.08293891304348
5432,16,16140,16230,Fontclaireau,fontclaireau,45.893512842105,0.19621884210526
5433,16,16141,16230,Fontenille,fontenille,45.911665377359,0.17543028301887
