,,,,-JURA,,,
15185,39,39378,39160,Les Trois Châteaux,les trois chateaux,46.423512543103,5.3546514224138
15186,39,39379,39140,Nance,nance,46.753583153153,5.4184394594595
15187,39,39380,39270,Nancuise,nancuise,46.472427460317,5.5317973015873
15188,39,39381,39300,Les Nans,les nans,46.792579649123,5.9702561403509
15189,39,39385,39120,Neublans-Abergement,neublans abergement,46.89911990991,5.3449084684685
15190,39,39386,39800,Neuvilley,neuvilley,46.896020909091,5.5994978181818
15191,39,39387,39380,Nevy-lès-Dole,nevy les dole,46.999890325203,5.5122643089431
15192,39,39388,39210,Nevy-sur-Seille,nevy sur seille,46.736843768116,5.6429492753623
15193,39,39389,39300,Ney,ney,46.734729711538,5.8849978846154
15194,39,39390,39570,Nogna,nogna,46.605844285714,5.6387216326531
15195,39,39391,39250,Nozeroy,nozeroy,46.77015140625,6.038969140625
15196,39,39392,39290,Offlanges,offlanges,47.209829041096,5.5624393150685
15197,39,39393,39250,Onglières,onglieres,46.805745895522,5.9992489552239
15198,39,39394,39270,Onoz,onoz,46.442555965909,5.6648269318182
15199,39,39395,39190,Orbagna,orbagna,46.585109699248,5.4476180451128
15200,39,39396,39700,Orchamps,orchamps,47.152374555556,5.6632088888889
15201,39,39397,39270,Orgelet,orgelet,46.507145418502,5.6247488546256
15202,39,39398,39350,Ougney,ougney,47.238908148148,5.6617982716049
15203,39,39399,39380,Ounans,ounans,46.988116044776,5.6637818656716
15204,39,39400,39700,Our,our,47.126953888889,5.6481038888889
15205,39,39401,39800,Oussières,oussieres,46.916805604396,5.5980491208791
15206,39,39402,39350,Pagney,pagney,47.253569067797,5.6989539830508
15207,39,39403,39330,Pagnoz,pagnoz,46.974753673469,5.8255456122449
15208,39,39404,39570,Pannessières,pannessieres,46.69544943662,5.5905812676056
15209,39,39405,39100,Parcey,parcey,47.020676509434,5.4727351886792
15210,39,39406,39300,Le Pasquier,le pasquier,46.796901774194,5.8997836290323
15211,39,39407,39230,Passenans,passenans,46.805925645161,5.6265572580645
15212,39,39408,39130,Patornay,patornay,46.589076730769,5.7082684615385
15213,39,39409,39290,Peintre,peintre,47.195584597701,5.4753681609195
15214,39,39411,39570,Perrigny,perrigny,46.6756225,5.5982656818182
15215,39,39412,39120,Peseux,peseux,46.991574102564,5.3745941025641
15216,39,39413,39370,La Pesse,la pesse,46.290902987013,5.8513777272727
15217,39,39414,39350,Le Petit-Mercey,le petit mercey,47.193434761905,5.7430683333333
15218,39,39415,39120,Petit-Noir,petit noir,46.926507142857,5.3450655026455
15219,39,39417,39150,Les Piards,les piards,46.49686175,5.82643525
