id,department_code,insee_code,zip_code,-YVELINES,slug,gps_lat,gps_lng
31196,78,78128,78720,Cernay-la-Ville,cernay la ville,48.670049354839,1.9585371774194
31197,78,78133,78240,Chambourcy,chambourcy,48.899505333333,2.0307755
31198,78,78138,78570,Chanteloup-les-Vignes,chanteloup les vignes,48.975397424242,2.0310365151515
31199,78,78140,78130,Chapet,chapet,48.96728125,1.9380875
31200,78,78143,78117,Châteaufort,chateaufort,48.737043831776,2.095465046729
31201,78,78146,78400,Chatou,chatou,48.899362545455,2.151834
31202,78,78147,78270,Chaufour-lès-Bonnières,chaufour les bonnieres,49.018009354839,1.4839583870968
31203,78,78152,78450,Chavenay,chavenay,48.850588554217,1.9819531325301
31204,78,78158,78150,Le Chesnay,le chesnay,48.82665027027,2.1277027027027
31205,78,78160,78460,Chevreuse,chevreuse,48.708251698113,2.0393833962264
31206,78,78162,78460,Choisel,choisel,48.677,2.0165094736842
31207,78,78163,78910,Civry-la-Forêt,civry la foret,48.865164565217,1.6180269565217
31208,78,78164,78120,Clairefontaine-en-Yvelines,clairefontaine en yvelines,48.617446262626,1.9044953535354
31209,78,78165,78340,Les Clayes-sous-Bois,les clayes sous bois,48.816020727273,1.9830945454545
31210,78,78168,78310,Coignières,coignieres,48.749802574257,1.913551980198
31211,78,78171,78113,Condé-sur-Vesgre,conde sur vesgre,48.733665426357,1.6590348837209
31212,78,78172,78700,Conflans-Sainte-Honorine,conflans sainte honorine,48.997110677966,2.0955722033898
31213,78,78185,78790,Courgent,courgent,48.896415,1.6586165151515
31214,78,78188,78270,Cravent,cravent,48.990121343284,1.4852691044776
31215,78,78189,78121,Crespières,crespieres,48.881424457831,1.9162289156626
31216,78,78190,78290,Croissy-sur-Seine,croissy sur seine,48.8769136,2.1343324
31217,78,78192,78111,Dammartin-en-Serve,dammartin en serve,48.90556128,1.6151472
31218,78,78193,78720,Dampierre-en-Yvelines,dampierre en yvelines,48.708259633028,1.9707362385321
31219,78,78194,78550,Dannemarie,dannemarie,48.763311,1.608808
31220,78,78196,78810,Davron,davron,48.867266346154,1.9507834615385
31221,78,78202,78440,Drocourt,drocourt,49.054984807692,1.7714465384615
31222,78,78206,78920,Ecquevilly,ecquevilly,48.951493295455,1.9225367045455
31223,78,78208,78990,Élancourt,elancourt,48.777505546875,1.957994140625
31224,78,78209,78125,Émancé,emance,48.596049444444,1.7345041666667
31225,78,78217,78680,Épône,epone,48.95117504,1.81821576
31226,78,78220,78690,Les Essarts-le-Roi,les essarts le roi,48.715125333333,1.9095845833333
31227,78,78224,78620,L'Étang-la-Ville,l etang la ville,48.869059038462,2.0691886538462
31228,78,78227,78740,Évecquemont,evecquemont,49.016979848485,1.9426893939394
31229,78,78230,78410,La Falaise,la falaise,48.940798333333,1.8264721794872
31230,78,78231,78200,Favrieux,favrieux,48.945013392857,1.6392828571429
31231,78,78233,78810,Feucherolles,feucherolles,48.8769492,1.9736439
31232,78,78234,78200,Flacourt,flacourt,48.932853103448,1.6460693103448
31233,78,78236,78910,Flexanville,flexanville,48.8561374,1.7419312
31234,78,78237,78790,Flins-Neuve-Église,flins neuve eglise,48.891586875,1.576748125
31235,78,78238,78410,Flins-sur-Seine,flins sur seine,48.964184927536,1.8731428985507
31236,78,78239,78520,Follainville-Dennemont,follainville dennemont,49.024328311688,1.7058398701299
31237,78,78242,78330,Fontenay-le-Fleury,fontenay le fleury,48.81469125,2.04500546875
