id,department_code,insee_code,zip_code,-SEINE-MARITIME,slug,gps_lat,gps_lng
30210,76,76314,76430,Graimbouville,graimbouville,49.580731046512,0.33583186046512
30211,76,76315,76450,Grainville-la-Teinturière,grainville la teinturiere,49.745587350427,0.6332511965812
30212,76,76316,76116,Grainville-sur-Ry,grainville sur ry,49.475538958333,1.2995972916667
30213,76,76317,76110,Grainville-Ymauville,grainville ymauville,49.650517702703,0.40917648648649
30214,76,76318,76170,Grand-Camp,grand camp,49.551013076923,0.60286538461538
30215,76,76319,76530,Grand-Couronne,grand couronne,49.342587652174,1.0060705217391
30216,76,76320,76660,Grandcourt,grandcourt,49.914385119048,1.4767379166667
30217,76,76321,76950,Les Grandes-Ventes,les grandes ventes,49.780262954545,1.2280495454545
30218,76,76322,76120,Le Grand-Quevilly,le grand quevilly,49.41034245614,1.0352277192982
30219,76,76323,76270,Graval,graval,49.729588545455,1.551092
30220,76,76324,76370,Grèges,greges,49.921878666667,1.1488503333333
30221,76,76325,76970,Grémonville,gremonville,49.662465217391,0.83175423913043
30222,76,76327,76810,Greuville,greuville,49.807661212121,0.91235181818182
30223,76,76328,76850,Grigneuseville,grigneuseville,49.65502078125,1.19338515625
30224,76,76329,76210,Gruchet-le-Valasse,gruchet le valasse,49.551548181818,0.51813045454545
30225,76,76330,76810,Gruchet-Saint-Siméon,gruchet saint simeon,49.823842777778,0.89669611111111
30226,76,76331,76690,Grugny,grugny,49.620246666667,1.1073069230769
30227,76,76332,76440,Grumesnil,grumesnil,49.618900322581,1.6913053763441
30228,76,76333,76340,Guerville,guerville,49.961694757282,1.5279587378641
30229,76,76334,76730,Gueures,gueures,49.841738703704,0.95503157407407
30230,76,76335,76890,Gueutteville,gueutteville,49.65052575,1.006187
30231,76,76336,76460,Gueutteville-les-Grès,gueutteville les gres,49.837903571429,0.76558732142857
30232,76,76338,76780,La Hallotière,la hallotiere,49.521046547619,1.4792172619048
30233,76,76339,76450,Le Hanouard,le hanouard,49.722247608696,0.65835673913043
30234,76,76340,76560,Harcanville,harcanville,49.70806113924,0.76981683544304
30235,76,76341,76700,Harfleur,harfleur,49.514680222222,0.19623811111111
30236,76,76342,76640,Hattenville,hattenville,49.653659111111,0.532677
30237,76,76343,76440,Haucourt,haucourt,49.644346216216,1.6711698648649
30238,76,76344,76390,Haudricourt,haudricourt,49.738779768786,1.7003328901734
30239,76,76345,76440,Haussez,haussez,49.584989246231,1.6775377386935
30240,76,76346,76450,Hautot-l'Auvray,hautot l auvray,49.762456865672,0.75166925373134
30241,76,76347,76190,Hautot-le-Vatois,hautot le vatois,49.646598305085,0.69493203389831
30242,76,76348,76190,Hautot-Saint-Sulpice,hautot saint sulpice,49.68305483871,0.73797559139785
30243,76,76349,76550,Hautot-sur-Mer,hautot sur mer,49.904748470588,1.0422203529412
30244,76,76350,76113,Hautot-sur-Seine,hautot sur seine,49.364888857143,0.97839057142857
30245,76,76351,76600,Le Havre,le havre,49.476996,0.1639479
30246,76,76351,76610,Le Havre,le havre,49.5126201,0.1586729
30247,76,76351,76620,Le Havre,le havre,49.5228519,0.1148865
30248,76,76352,76780,La Haye,la haye,49.464045522388,1.4365589552239
30249,76,76353,76740,Héberville,heberville,49.78482826087,0.80450260869565
30250,76,76354,76840,Hénouville,henouville,49.474650921053,0.9535772368421
30251,76,76355,76560,Héricourt-en-Caux,hericourt en caux,49.693539237288,0.70588127118644
30252,76,76356,76730,Hermanville,hermanville,49.819632769231,0.98947492307692
30253,76,76357,76280,Hermeville,hermeville,49.597786956522,0.25589173913043
30254,76,76358,76780,Le Héron,le heron,49.491082937063,1.4031744755245
30255,76,76359,76750,Héronchelles,heronchelles,49.536051034483,1.3825154022988
30256,76,76360,76720,Heugleville-sur-Scie,heugleville sur scie,49.734415897436,1.0993696581197
30257,76,76361,76280,Heuqueville,heuqueville,49.616190909091,0.15661272727273
30258,76,76362,76940,Heurteauville,heurteauville,49.447339714286,0.802706
30259,76,76363,76340,Hodeng-au-Bosc,hodeng au bosc,49.875869464286,1.7069701785714
30260,76,76364,76780,Hodeng-Hodenger,hodeng hodenger,49.537076966292,1.5863812359551
30261,76,76365,76740,Houdetot,houdetot,49.821192264151,0.80869849056604
30262,76,76366,76770,Le Houlme,le houlme,49.509483777778,1.0347521111111
30263,76,76367,76770,Houppeville,houppeville,49.502143924051,1.0852003797468
30264,76,76368,76110,Houquetot,houquetot,49.6047202,0.3909356
30265,76,76369,76690,La Houssaye-Béranger,la houssaye beranger,49.629226138614,1.0804492079208
30266,76,76370,76570,Hugleville-en-Caux,hugleville en caux,49.623007789474,0.98932115789474
30267,76,76371,76630,Les Ifs,les ifs,49.889122391304,1.3928919565217
30268,76,76372,76390,Illois,illois,49.747704831461,1.6473759550562
30269,76,76373,76890,Imbleville,imbleville,49.716544673913,0.94437097826087
30270,76,76374,76117,Incheville,incheville,50.008046695652,1.5036613913043
30271,76,76375,76460,Ingouville,ingouville,49.843588873239,0.68386492957746
30272,76,76377,76230,Isneauville,isneauville,49.502252019231,1.1470025961538
30273,76,76378,76480,Jumièges,jumieges,49.433871609195,0.83606057471264
30274,76,76379,76730,Lamberville,lamberville,49.773380666667,1.0066272
30275,76,76380,76730,Lammerville,lammerville,49.794599809524,0.97280923809524
